.threshold,specificity,sensitivity
-Inf,0,1
0,0,1
9.30590545798638e-8,0.32107322526551146,0.894283476898982
9.784744007768897e-8,0.32107322526551146,0.89389193422083
1.0112934526056054e-7,0.32112912241475683,0.89389193422083
1.0649618488505309e-7,0.32118501956400225,0.89389193422083
1.0838886005068954e-7,0.32118501956400225,0.8935003915426781
1.1293242255870872e-7,0.32129681386249304,0.8935003915426781
1.1791991996905695e-7,0.3213527110117384,0.8935003915426781
1.1916300550916618e-7,0.32140860816098377,0.8935003915426781
1.1936664234069527e-7,0.3214645053102292,0.8935003915426781
1.1972940009806195e-7,0.3214645053102292,0.8931088488645262
1.2344092508660297e-7,0.32152040245947455,0.8931088488645262
1.252654555506244e-7,0.32157629960872,0.8931088488645262
1.2770567663550074e-7,0.32163219675796534,0.8931088488645262
1.355356887203001e-7,0.32168809390721076,0.8931088488645262
1.3889429058914415e-7,0.3217439910564561,0.8931088488645262
1.400932046124036e-7,0.3217439910564561,0.8927173061863743
1.4030132513022202e-7,0.3217998882057015,0.8927173061863743
1.4107542234147025e-7,0.3218557853549469,0.8927173061863743
1.4464935272691554e-7,0.3219116825041923,0.8927173061863743
1.4880315015418893e-7,0.3219675796534377,0.8927173061863743
1.4981355529431718e-7,0.32202347680268306,0.8927173061863743
1.509125087943439e-7,0.3220793739519284,0.8927173061863743
1.5175386535110774e-7,0.32213527110117385,0.8927173061863743
1.5249498505012946e-7,0.3221911682504192,0.8927173061863743
1.5358657617824348e-7,0.32224706539966463,0.8927173061863743
1.538950051120054e-7,0.32230296254891,0.8927173061863743
1.543675725656314e-7,0.3224147568474008,0.8927173061863743
1.5598157135131497e-7,0.3224147568474008,0.8923257635082223
1.6040314558555918e-7,0.3224147568474008,0.8919342208300705
1.6123447838541438e-7,0.32247065399664615,0.8919342208300705
1.6541507461146126e-7,0.32252655114589157,0.8919342208300705
1.6674407815082818e-7,0.32258244829513694,0.8919342208300705
1.6856260084859792e-7,0.32263834544438236,0.8919342208300705
1.6950672123471466e-7,0.3226942425936277,0.8919342208300705
1.7236183103109383e-7,0.3227501397428731,0.8919342208300705
1.7251606926608573e-7,0.3228060368921185,0.8919342208300705
1.7312186800859337e-7,0.3228619340413639,0.8919342208300705
1.736007634208157e-7,0.3229178311906093,0.8919342208300705
1.753268435986648e-7,0.32297372833985466,0.8919342208300705
1.7563691713217675e-7,0.3230296254891001,0.8919342208300705
1.7890346058282113e-7,0.32308552263834545,0.8919342208300705
1.8131211843828206e-7,0.3231414197875908,0.8919342208300705
1.8198339827526632e-7,0.32319731693683623,0.8915426781519186
1.8539514215290621e-7,0.3232532140860816,0.8915426781519186
1.8855557218248144e-7,0.323309111235327,0.8915426781519186
1.9167220201738465e-7,0.3233650083845724,0.8915426781519186
1.9284879899395575e-7,0.32342090553381775,0.8915426781519186
1.9401846916843805e-7,0.32347680268306317,0.8915426781519186
1.9538019829102133e-7,0.32353269983230853,0.8915426781519186
1.9713962329019932e-7,0.32358859698155396,0.8915426781519186
1.9960609491786506e-7,0.3236444941307993,0.8915426781519186
2.0018157262836895e-7,0.32370039128004474,0.8915426781519186
2.0398419496053226e-7,0.3237562884292901,0.8915426781519186
2.0455398600510692e-7,0.32381218557853547,0.8915426781519186
2.0565186092661878e-7,0.3238680827277809,0.8915426781519186
2.0659626747042097e-7,0.32392397987702626,0.8915426781519186
2.0795690367182715e-7,0.3239798770262717,0.8915426781519186
2.1083841332063444e-7,0.32403577417551704,0.8915426781519186
2.117608158352502e-7,0.32409167132476246,0.8915426781519186
2.140420408321955e-7,0.32414756847400783,0.8915426781519186
2.1581911883975975e-7,0.32414756847400783,0.8911511354737667
2.19222970479864e-7,0.3242034656232532,0.8911511354737667
2.1957354572441918e-7,0.3242593627724986,0.8911511354737667
2.1995619292036786e-7,0.3242593627724986,0.8907595927956147
2.2515078550718595e-7,0.3243711570709894,0.8907595927956147
2.2726810287931678e-7,0.32442705422023477,0.8907595927956147
2.2999894945667376e-7,0.32448295136948013,0.8907595927956147
2.3068342330074583e-7,0.32453884851872555,0.8907595927956147
2.408556367146357e-7,0.3245947456679709,0.8907595927956147
2.5597639265824183e-7,0.32465064281721634,0.8907595927956147
2.592376433662849e-7,0.3247065399664617,0.8907595927956147
2.5962506019900476e-7,0.3247624371157071,0.8907595927956147
2.5984314647578805e-7,0.3248183342649525,0.8907595927956147
2.626821013519305e-7,0.32487423141419786,0.8907595927956147
2.6406100514408384e-7,0.3249301285634433,0.8907595927956147
2.659034844594871e-7,0.3249301285634433,0.8903680501174628
2.676768490770145e-7,0.32498602571268864,0.8903680501174628
2.681094755838715e-7,0.32504192286193406,0.8903680501174628
2.7047323899930714e-7,0.32509782001117943,0.8903680501174628
2.91586186398894e-7,0.3251537171604248,0.8903680501174628
3.066311141701093e-7,0.3251537171604248,0.8899765074393109
3.069207096804219e-7,0.3252096143096702,0.8899765074393109
3.1211924406618575e-7,0.3252655114589156,0.8899765074393109
3.191710675146683e-7,0.325321408608161,0.8899765074393109
3.3033812444573314e-7,0.325321408608161,0.889584964761159
3.3103025725110064e-7,0.32537730575740637,0.889584964761159
3.5338619961628084e-7,0.3254332029066518,0.889584964761159
3.5804022868432583e-7,0.3254332029066518,0.889193422083007
3.6199155659209197e-7,0.32548910005589715,0.889193422083007
3.64617545822384e-7,0.3255449972051425,0.889193422083007
3.760889956435199e-7,0.3255449972051425,0.8888018794048551
3.969294060069615e-7,0.32560089435438794,0.8888018794048551
4.096136142695326e-7,0.3256567915036333,0.8888018794048551
4.1260422024603563e-7,0.3257126886528787,0.8888018794048551
4.129172984485152e-7,0.3257685858021241,0.8888018794048551
4.136269904906816e-7,0.32582448295136945,0.8888018794048551
4.163518224705376e-7,0.3258803801006149,0.8888018794048551
4.2338130941108415e-7,0.32593627724986024,0.8888018794048551
4.477090378515986e-7,0.32599217439910566,0.8888018794048551
4.509216794235672e-7,0.326048071548351,0.8888018794048551
